source,age_ka,age,d18O,d18O_sw,sealevel
1218 Palike,30944,30.944,1.72,0.08,-4.71
1218 Palike,30948,30.948,1.81,0.17,-10.28
1218 Palike,30950,30.95,1.88,0.24,-14.6
1218 Palike,30954,30.954,1.66,0.02,-1.08
1218 Palike,30956,30.956,1.93,0.29,-17.71
1218 Palike,30960,30.96,1.77,0.13,-7.89
1218 Palike,30964,30.964,1.7,0.06,-3.61
1218 Palike,30967,30.967,1.68,0.04,-2.4
1218 Palike,30969,30.969,1.44,-0.2,12.36
1218 Palike,30971,30.971,1.63,-0.01,0.65
1218 Palike,30974,30.974,1.7,0.06,-3.67
1218 Palike,30978,30.978,1.54,-0.1,6.15
1218 Palike,30982,30.982,1.41,-0.23,14.12
1218 Palike,30983,30.983,1.41,-0.23,14.11
1218 Palike,30986,30.986,1.69,0.05,-3.14
1218 Palike,30989,30.989,1.81,0.17,-10.54
1218 Palike,30998,30.998,1.78,0.14,-8.75
1218 Palike,30999,30.999,2.37,0.73,-45.07
1218 Palike,31001,31.001,1.57,-0.07,4.15
1218 Palike,31004,31.004,1.6,-0.04,2.28
1218 Palike,31008,31.008,1.56,-0.08,4.71
1218 Palike,31013,31.013,1.63,-0.01,0.36
1218 Palike,31017,31.017,1.72,0.08,-5.2
1218 Palike,31020,31.02,1.57,-0.07,4
1218 Palike,31023,31.023,1.57,-0.06,3.98
1218 Palike,31027,31.027,1.66,0.03,-1.59
1218 Palike,31031,31.031,1.52,-0.11,6.99
1218 Palike,31035,31.035,1.6,-0.03,2.04
1218 Palike,31038,31.038,1.4,-0.23,14.32
1218 Palike,31041,31.041,1.37,-0.26,16.15
1218 Palike,31046,31.046,1.34,-0.29,17.95
1218 Palike,31050,31.05,1.69,0.06,-3.61
1218 Palike,31053,31.053,1.52,-0.11,6.82
1218 Palike,31057,31.057,1.7,0.07,-4.28
1218 Palike,31060,31.06,1.71,0.08,-4.92
1218 Palike,31065,31.065,1.57,-0.06,3.65
1218 Palike,31069,31.069,1.42,-0.21,12.85
1218 Palike,31072,31.072,1.32,-0.31,18.98
1218 Palike,31075,31.075,1.38,-0.25,15.58
1218 Palike,31079,31.079,1.37,-0.26,15.85
1218 Palike,31084,31.084,1.33,-0.3,18.28
1218 Palike,31087,31.087,1.69,0.06,-3.9
1218 Palike,31090,31.09,1.3,-0.33,20.07
1218 Palike,31094,31.094,1.48,-0.15,8.97
1218 Palike,31095,31.095,1.48,-0.15,8.96
1218 Palike,31098,31.098,1.5,-0.13,7.71
1218 Palike,31103,31.103,1.53,-0.09,5.8
1218 Palike,31106,31.106,1.4,-0.22,13.76
1218 Palike,31109,31.109,1.45,-0.17,10.64
1218 Palike,31113,31.113,1.62,0,0.12
1218 Palike,31117,31.117,1.58,-0.04,2.52
1218 Palike,31121,31.121,1.69,0.07,-4.3
1218 Palike,31125,31.125,1.67,0.05,-3.13
1218 Palike,31128,31.128,1.6,-0.02,1.14
1218 Palike,31132,31.132,1.46,-0.16,9.7
1218 Palike,31136,31.136,1.6,-0.02,1.02
1218 Palike,31140,31.14,1.42,-0.2,12.04
1218 Palike,31144,31.144,1.38,-0.23,14.45
1218 Palike,31147,31.147,1.52,-0.09,5.79
1218 Palike,31152,31.152,1.37,-0.24,14.95
1218 Palike,31156,31.156,1.47,-0.14,8.74
1218 Palike,31160,31.16,1.38,-0.23,14.22
1218 Palike,31164,31.164,1.67,0.06,-3.68
1218 Palike,31167,31.167,1.5,-0.11,6.74
1218 Palike,31171,31.171,1.54,-0.07,4.22
1218 Palike,31175,31.175,1.54,-0.07,4.16
1218 Palike,31179,31.179,1.52,-0.09,5.34
1218 Palike,31183,31.183,1.45,-0.16,9.59
1218 Palike,31186,31.186,1.48,-0.13,7.7
1218 Palike,31190,31.19,1.69,0.09,-5.28
1218 Palike,31194,31.194,1.84,0.24,-14.57
1218 Palike,31198,31.198,1.63,0.03,-1.7
1218 Palike,31201,31.201,1.5,-0.1,6.24
1218 Palike,31205,31.205,1.48,-0.12,7.38
1218 Palike,31209,31.209,1.62,0.02,-1.33
1218 Palike,31213,31.213,1.56,-0.04,2.27
1218 Palike,31216,31.216,1.77,0.17,-10.72
1218 Palike,31220,31.22,1.83,0.24,-14.51
1218 Palike,31224,31.224,1.59,0,0.17
1218 Palike,31228,31.228,1.63,0.04,-2.38
1218 Palike,31232,31.232,1.5,-0.09,5.52
1218 Palike,31235,31.235,1.32,-0.27,16.53
1218 Palike,31239,31.239,1.38,-0.21,12.74
1218 Palike,31243,31.243,1.53,-0.06,3.42
1218 Palike,31247,31.247,1.77,0.19,-11.44
1218 Palike,31250,31.25,1.62,0.04,-2.28
1218 Palike,31254,31.254,1.62,0.04,-2.37
1218 Palike,31258,31.258,1.5,-0.08,4.92
1218 Palike,31262,31.262,1.65,0.07,-4.41
1218 Palike,31263,31.263,1.83,0.25,-15.51
1218 Palike,31267,31.267,1.69,0.11,-6.98
1218 Palike,31271,31.271,1.85,0.28,-16.92
1218 Palike,31275,31.275,1.87,0.3,-18.25
1218 Palike,31278,31.278,1.68,0.11,-6.62
1218 Palike,31282,31.282,1.74,0.17,-10.41
1218 Palike,31286,31.286,1.59,0.02,-1.27
1218 Palike,31290,31.29,1.6,0.03,-1.98
1218 Palike,31293,31.293,1.72,0.15,-9.44
1218 Palike,31297,31.297,1.72,0.15,-9.53
1218 Palike,31301,31.301,1.72,0.16,-9.63
1218 Palike,31305,31.305,1.62,0.06,-3.61
1218 Palike,31308,31.308,1.66,0.1,-6.16
1218 Palike,31312,31.312,1.64,0.08,-5.06
1218 Palike,31316,31.316,1.49,-0.07,4.04
1218 Palike,31319,31.319,1.61,0.06,-3.44
1218 Palike,31322,31.322,1.55,0,0.15
1218 Palike,31325,31.325,1.46,-0.09,5.59
1218 Palike,31328,31.328,1.34,-0.21,12.88
1218 Palike,31331,31.331,1.33,-0.22,13.4
1218 Palike,31334,31.334,1.44,-0.11,6.53
1218 Palike,31337,31.337,1.11,-0.43,26.74
1218 Palike,31340,31.34,1.24,-0.3,18.65
1218 Palike,31342,31.342,1.29,-0.25,15.51
1218 Palike,31345,31.345,1.33,-0.21,12.95
1218 Palike,31348,31.348,1.45,-0.09,5.47
1218 Palike,31351,31.351,1.43,-0.11,6.6
1218 Palike,31354,31.354,1.36,-0.18,10.81
1218 Palike,31357,31.357,1.66,0.13,-7.75
1218 Palike,31360,31.36,1.46,-0.07,4.46
1218 Palike,31363,31.363,1.58,0.05,-3.02
1218 Palike,31366,31.366,1.35,-0.18,11.04
1218 Palike,31369,31.369,1.32,-0.21,12.79
1218 Palike,31372,31.372,1.63,0.1,-6.39
1218 Palike,31375,31.375,1.54,0.02,-0.95
1218 Palike,31378,31.378,1.7,0.18,-10.89
1218 Palike,31381,31.381,1.74,0.22,-13.45
1218 Palike,31384,31.384,1.75,0.23,-14.16
1218 Palike,31387,31.387,1.73,0.21,-13.03
1218 Palike,31390,31.39,1.62,0.1,-6.35
1218 Palike,31392,31.392,1.55,0.03,-2.11
1218 Palike,31395,31.395,1.52,0.01,-0.36
1218 Palike,31398,31.398,1.56,0.05,-2.92
1218 Palike,31401,31.401,1.33,-0.18,11.14
1218 Palike,31404,31.404,1.52,0.01,-0.65
1218 Palike,31407,31.407,1.36,-0.15,9.1
1218 Palike,31410,31.41,1.46,-0.05,2.85
1218 Palike,31411,31.411,1.56,0.05,-3.34
1218 Palike,31413,31.413,1.29,-0.21,13.21
1218 Palike,31416,31.416,1.49,-0.01,0.81
1218 Palike,31417,31.417,1.3,-0.2,12.47
1218 Palike,31419,31.419,1.43,-0.07,4.4
1218 Palike,31420,31.42,1.34,-0.16,9.91
1218 Palike,31422,31.422,1.63,0.13,-7.69
1218 Palike,31423,31.423,1.42,-0.08,4.89
1218 Palike,31425,31.425,1.28,-0.22,13.44
1218 Palike,31426,31.426,1.43,-0.07,4.18
1218 Palike,31428,31.428,1.43,-0.07,4.11
1218 Palike,31429,31.429,1.39,-0.11,6.54
1218 Palike,31431,31.431,1.29,-0.21,12.63
1218 Palike,31432,31.432,1.62,0.13,-7.71
1218 Palike,31434,31.434,1.24,-0.25,15.61
1218 Palike,31435,31.435,1.5,0.01,-0.42
1218 Palike,31437,31.437,1.22,-0.27,16.74
1218 Palike,31438,31.438,1.36,-0.13,8.1
1218 Palike,31440,31.44,1.48,-0.01,0.65
1218 Palike,31442,31.442,1.33,-0.16,9.81
1218 Palike,31445,31.445,1.28,-0.21,12.79
1218 Palike,31448,31.448,1.27,-0.22,13.31
1218 Palike,31451,31.451,1.22,-0.26,16.29
1218 Palike,31454,31.454,1.41,-0.07,4.5
1218 Palike,31457,31.457,1.27,-0.21,13.02
1218 Palike,31460,31.46,1.41,-0.07,4.31
1218 Palike,31462,31.462,1.43,-0.05,3.01
1218 Palike,31465,31.465,1.21,-0.27,16.45
1218 Palike,31467,31.467,1.5,0.02,-1.46
1218 Palike,31468,31.468,1.54,0.06,-3.95
1218 Palike,31471,31.471,1.29,-0.18,11.34
1218 Palike,31474,31.474,1.35,-0.12,7.55
1218 Palike,31477,31.477,1.39,-0.08,4.99
1218 Palike,31480,31.48,1.36,-0.11,6.74
1218 Palike,31483,31.483,1.29,-0.18,10.95
1218 Palike,31486,31.486,1.3,-0.17,10.24
1218 Palike,31489,31.489,1.38,-0.08,5.22
1218 Palike,31492,31.492,1.54,0.08,-4.73
1218 Palike,31495,31.495,1.59,0.13,-7.9
1218 Palike,31498,31.498,1.66,0.2,-12.31
1218 Palike,31501,31.501,1.54,0.08,-5.01
1218 Palike,31504,31.504,1.57,0.11,-6.93
1218 Palike,31507,31.507,1.64,0.18,-11.32
1218 Palike,31509,31.509,1.47,0.01,-0.91
1218 Palike,31512,31.512,1.42,-0.03,2.09
1218 Palike,31515,31.515,1.33,-0.12,7.55
1218 Palike,31518,31.518,1.5,0.05,-2.99
1218 Palike,31521,31.521,1.38,-0.07,4.32
1218 Palike,31524,31.524,1.41,-0.04,2.39
1218 Palike,31527,31.527,1.52,0.07,-4.45
1218 Palike,31530,31.53,1.2,-0.25,15.16
1218 Palike,31533,31.533,1.56,0.11,-7.07
1218 Palike,31536,31.536,1.6,0.16,-9.61
1218 Palike,31539,31.539,1.61,0.17,-10.3
1218 Palike,31542,31.542,1.73,0.29,-17.76
1218 Palike,31545,31.545,1.48,0.04,-2.46
1218 Palike,31548,31.548,1.27,-0.17,10.39
1218 Palike,31551,31.551,1.36,-0.08,4.77
1218 Palike,31554,31.554,1.28,-0.16,9.62
1218 Palike,31557,31.557,1.51,0.07,-4.61
1218 Palike,31559,31.559,1.57,0.14,-8.36
1218 Palike,31562,31.562,1.34,-0.09,5.72
1218 Palike,31565,31.565,1.49,0.06,-3.59
1218 Palike,31568,31.568,1.28,-0.15,9.26
1218 Palike,31571,31.571,1.55,0.12,-7.44
1218 Palike,31574,31.574,1.4,-0.03,1.72
1218 Palike,31577,31.577,1.33,-0.1,5.95
1218 Palike,31580,31.58,1.51,0.08,-5.21
1218 Palike,31583,31.583,1.54,0.12,-7.13
1218 Palike,31586,31.586,1.56,0.14,-8.44
1218 Palike,31589,31.589,1.49,0.07,-4.21
1218 Palike,31592,31.592,1.38,-0.04,2.48
1218 Palike,31595,31.595,1.56,0.14,-8.67
1218 Palike,31598,31.598,1.33,-0.09,5.4
1218 Palike,31601,31.601,1.53,0.11,-6.97
1218 Palike,31604,31.604,1.68,0.26,-16.24
1218 Palike,31607,31.607,1.74,0.32,-19.98
1218 Palike,31609,31.609,1.49,0.08,-4.62
1218 Palike,31612,31.612,1.57,0.16,-9.59
1218 Palike,31615,31.615,1.58,0.17,-10.25
1218 Palike,31618,31.618,1.57,0.16,-9.67
1218 Palike,31621,31.621,1.55,0.14,-8.48
1218 Palike,31624,31.624,1.63,0.22,-13.45
1218 Palike,31627,31.627,1.48,0.07,-4.26
1218 Palike,31630,31.63,1.55,0.14,-8.61
1218 Palike,31633,31.633,1.43,0.02,-1.27
1218 Palike,31638,31.638,1.54,0.13,-8.11
1218 Palike,31642,31.642,1.78,0.37,-22.94
1218 Palike,31647,31.647,1.75,0.34,-21.16
1218 Palike,31652,31.652,1.83,0.43,-26.16
1218 Palike,31656,31.656,1.61,0.21,-12.67
1218 Palike,31661,31.661,1.73,0.33,-20.13
1218 Palike,31666,31.666,1.8,0.4,-24.51
1218 Palike,31670,31.67,1.77,0.37,-22.72
1218 Palike,31675,31.675,1.59,0.19,-11.71
1218 Palike,31680,31.68,1.54,0.14,-8.71
1218 Palike,31684,31.684,1.54,0.14,-8.77
1218 Palike,31689,31.689,1.48,0.08,-5.14
1218 Palike,31694,31.694,1.49,0.09,-5.83
1218 Palike,31698,31.698,1.37,-0.02,1.5
1218 Palike,31703,31.703,1.54,0.15,-9.01
1218 Palike,31706,31.706,1.57,0.18,-10.88
1218 Palike,31710,31.71,1.55,0.16,-9.67
1218 Palike,31713,31.713,1.46,0.07,-4.15
1218 Palike,31717,31.717,1.28,-0.11,6.9
1218 Palike,31720,31.72,1.49,0.1,-6.05
1218 Palike,31724,31.724,1.56,0.17,-10.38
1218 Palike,31727,31.727,1.46,0.07,-4.24
1218 Palike,31731,31.731,1.5,0.11,-6.73
1218 Palike,31734,31.734,1.47,0.08,-4.9
1218 Palike,31738,31.738,1.42,0.03,-1.85
1218 Palike,31741,31.741,1.51,0.12,-7.41
1218 Palike,31745,31.745,1.64,0.25,-15.44
1218 Palike,31748,31.748,1.39,0,-0.07
1218 Palike,31752,31.752,1.42,0.03,-1.94
1218 Palike,31755,31.755,1.55,0.16,-9.96
1218 Palike,31759,31.759,1.62,0.23,-14.3
1218 Palike,31762,31.762,1.56,0.17,-10.62
1218 Palike,31766,31.766,1.53,0.14,-8.8
1218 Palike,31769,31.769,1.57,0.18,-11.29
1218 Palike,31771,31.771,1.42,0.03,-2.07
1218 Palike,31773,31.773,1.51,0.12,-7.62
1218 Palike,31773,31.773,1.51,0.12,-7.62
1218 Palike,31776,31.776,1.71,0.32,-19.95
1218 Palike,31777,31.777,1.58,0.19,-11.95
1218 Palike,31780,31.78,1.41,0.02,-1.51
1218 Palike,31783,31.783,1.53,0.14,-8.61
1218 Palike,31786,31.786,1.38,0,0.3
1218 Palike,31787,31.787,1.67,0.29,-17.56
1218 Palike,31788,31.788,1.34,-0.04,2.75
1218 Palike,31790,31.79,1.69,0.31,-18.81
1218 Palike,31794,31.794,1.75,0.37,-22.52
1218 Palike,31797,31.797,1.83,0.45,-27.47
1218 Palike,31801,31.801,1.61,0.23,-13.95
1218 Palike,31804,31.804,1.54,0.16,-9.63
1218 Palike,31808,31.808,1.54,0.16,-9.63
1218 Palike,31811,31.811,1.51,0.13,-7.78
1218 Palike,31815,31.815,1.54,0.16,-9.62
1218 Palike,31818,31.818,1.44,0.06,-3.46
1218 Palike,31822,31.822,1.6,0.22,-13.3
1218 Palike,31825,31.825,1.42,0.04,-2.22
1218 Palike,31829,31.829,1.39,0.01,-0.37
1218 Palike,31832,31.832,1.2,-0.18,11.33
1218 Palike,31836,31.836,1.38,0,0.25
1218 Palike,31839,31.839,1.56,0.18,-10.82
1218 Palike,31842,31.842,1.58,0.2,-12.05
1218 Palike,31845,31.845,1.61,0.23,-13.89
1218 Palike,31848,31.848,1.43,0.05,-2.81
1218 Palike,31851,31.851,1.6,0.22,-13.27
1218 Palike,31854,31.854,1.58,0.2,-12.03
1218 Palike,31858,31.858,1.35,-0.03,2.13
1218 Palike,31861,31.861,1.04,-0.34,21.21
1218 Palike,31864,31.864,1.48,0.1,-5.86
1218 Palike,31867,31.867,1.4,0.02,-0.94
1218 Palike,31870,31.87,1.36,-0.02,1.53
1218 Palike,31873,31.873,1.38,0,0.3
1218 Palike,31876,31.876,1.51,0.13,-7.69
1218 Palike,31880,31.88,1.41,0.02,-1.54
1218 Palike,31883,31.883,1.69,0.3,-18.76
1218 Palike,31886,31.886,1.62,0.23,-14.45
1218 Palike,31889,31.889,1.67,0.28,-17.52
1218 Palike,31892,31.892,1.81,0.42,-26.14
1218 Palike,31895,31.895,1.75,0.36,-22.44
1218 Palike,31902,31.902,1.46,0.07,-4.57
1218 Palike,31905,31.905,1.37,-0.02,1
1218 Palike,31908,31.908,1.39,0,-0.2
1218 Palike,31910,31.91,1.39,0,-0.18
1218 Palike,31913,31.913,1.48,0.09,-5.68
1218 Palike,31915,31.915,1.57,0.18,-11.2
1218 Palike,31918,31.918,1.79,0.4,-24.71
1218 Palike,31920,31.92,1.65,0.26,-16.07
1218 Palike,31923,31.923,1.68,0.29,-17.89
1218 Palike,31925,31.925,1.55,0.16,-9.87
1218 Palike,31928,31.928,1.61,0.22,-13.53
1218 Palike,31931,31.931,1.48,0.09,-5.5
1218 Palike,31933,31.933,1.56,0.17,-10.4
1218 Palike,31936,31.936,1.4,0.01,-0.52
1218 Palike,31938,31.938,1.54,0.15,-9.12
1218 Palike,31941,31.941,1.43,0.04,-2.32
1218 Palike,31943,31.943,1.38,-0.01,0.78
1218 Palike,31946,31.946,1.28,-0.11,6.97
1218 Palike,31949,31.949,1.39,0,0.23
1218 Palike,31953,31.953,1.39,0,0.27
1218 Palike,31956,31.956,1.54,0.15,-8.93
1218 Palike,31960,31.96,1.46,0.06,-3.97
1218 Palike,31964,31.964,1.64,0.24,-15
1218 Palike,31967,31.967,1.4,0,-0.2
1218 Palike,31968,31.968,1.51,0.11,-6.96
1218 Palike,31971,31.971,1.3,-0.1,5.99
1218 Palike,31972,31.972,1.5,0.1,-6.3
1218 Palike,31974,31.974,1.49,0.09,-5.67
1218 Palike,31977,31.977,1.49,0.09,-5.64
1218 Palike,31978,31.978,1.41,0.01,-0.7
1218 Palike,31982,31.982,1.25,-0.15,9.18
1218 Palike,31990,31.99,1.35,-0.05,3.11
1218 Palike,31994,31.994,1.42,0.02,-1.15
1218 Palike,31998,31.998,1.47,0.07,-4.19
1218 Palike,32002,32.002,1.42,0.02,-1.06
1218 Palike,32006,32.006,1.59,0.19,-11.46
1218 Palike,32010,32.01,1.6,0.2,-12.01
1218 Palike,32014,32.014,1.47,0.06,-3.95
1218 Palike,32018,32.018,1.28,-0.13,7.8
1218 Palike,32022,32.022,1.43,0.02,-1.37
1218 Palike,32026,32.026,1.37,-0.04,2.39
1218 Palike,32030,32.03,1.43,0.02,-1.24
1218 Palike,32034,32.034,1.22,-0.19,11.74
1218 Palike,32038,32.038,1.42,0.01,-0.5
1218 Palike,32042,32.042,1.3,-0.11,6.95
1218 Palike,32047,32.047,1.21,-0.2,12.56
1218 Palike,32051,32.051,1.24,-0.18,10.78
1218 Palike,32055,32.055,1.21,-0.21,12.69
1218 Palike,32059,32.059,1.43,0.01,-0.79
1218 Palike,32063,32.063,1.3,-0.12,7.27
1218 Palike,32067,32.067,1.55,0.13,-8.05
1218 Palike,32071,32.071,1.27,-0.15,9.24
1218 Palike,32075,32.075,1.14,-0.28,17.3
1218 Palike,32079,32.079,1.22,-0.2,12.44
1218 Palike,32084,32.084,1.4,-0.02,1.44
1218 Palike,32088,32.088,1.28,-0.14,8.89
1218 Palike,32092,32.092,1.56,0.13,-8.28
1218 Palike,32097,32.097,1.35,-0.08,4.72
1218 Palike,32100,32.1,1.5,0.07,-4.46
1218 Palike,32101,32.101,1.43,0,-0.14
1218 Palike,32105,32.105,1.39,-0.04,2.39
1218 Palike,32110,32.11,1.5,0.07,-4.29
1218 Palike,32114,32.114,1.42,-0.01,0.7
1218 Palike,32118,32.118,1.57,0.14,-8.47
1218 Palike,32123,32.123,1.6,0.17,-10.23
1218 Palike,32127,32.127,1.51,0.08,-4.62
1218 Palike,32131,32.131,1.6,0.16,-10.1
1218 Palike,32136,32.136,1.35,-0.09,5.37
1218 Palike,32140,32.14,1.22,-0.22,13.44
1218 Palike,32144,32.144,1.32,-0.12,7.35
1218 Palike,32148,32.148,1.57,0.13,-7.96
1218 Palike,32152,32.152,1.59,0.15,-9.13
1218 Palike,32156,32.156,1.31,-0.13,8.17
1218 Palike,32160,32.16,1.65,0.21,-12.69
1218 Palike,32165,32.165,1.46,0.01,-0.91
1218 Palike,32169,32.169,1.53,0.08,-5.15
1218 Palike,32173,32.173,1.46,0.01,-0.77
1218 Palike,32177,32.177,1.38,-0.07,4.22
1218 Palike,32181,32.181,1.35,-0.1,6.13
1218 Palike,32185,32.185,1.5,0.05,-3.03
1218 Palike,32189,32.189,1.11,-0.34,21.03
1218 Palike,32192,32.192,1.28,-0.17,10.62
1218 Palike,32194,32.194,1.18,-0.27,16.81
1218 Palike,32197,32.197,1.25,-0.2,12.55
1218 Palike,32200,32.2,1.19,-0.26,16.29
1218 Palike,32203,32.203,1.43,-0.03,1.57
1218 Palike,32206,32.206,1.54,0.08,-5.15
1218 Palike,32208,32.208,1.5,0.04,-2.66
1218 Palike,32211,32.211,1.19,-0.27,16.47
1218 Palike,32215,32.215,1.42,-0.04,2.37
1218 Palike,32219,32.219,1.38,-0.08,4.9
1218 Palike,32223,32.223,1.54,0.08,-4.89
1218 Palike,32227,32.227,1.34,-0.12,7.48
1218 Palike,32231,32.231,1.44,-0.02,1.39
1218 Palike,32235,32.235,1.42,-0.04,2.68
1218 Palike,32238,32.238,1.64,0.18,-10.81
1218 Palike,32245,32.245,1.89,0.42,-26.08
1218 Palike,32249,32.249,1.74,0.27,-16.79
1218 Palike,32253,32.253,1.59,0.12,-7.5
1218 Palike,32261,32.261,1.47,0,0.01
1218 Palike,32266,32.266,1.36,-0.11,6.86
1218 Palike,32270,32.27,1.73,0.26,-15.85
1218 Palike,32273,32.273,1.38,-0.09,5.73
1218 Palike,32277,32.277,1.63,0.16,-9.59
1218 Palike,32281,32.281,1.62,0.14,-8.91
1218 Palike,32285,32.285,1.57,0.09,-5.77
1218 Palike,32289,32.289,1.73,0.25,-15.56
1218 Palike,32293,32.293,1.56,0.08,-5.03
1218 Palike,32298,32.298,1.72,0.24,-14.8
1218 Palike,32302,32.302,1.57,0.09,-5.52
1218 Palike,32306,32.306,1.31,-0.17,10.52
1218 Palike,32310,32.31,1.21,-0.27,16.72
1218 Palike,32314,32.314,1.42,-0.06,3.84
1218 Palike,32319,32.319,1.26,-0.22,13.73
1218 Palike,32324,32.324,1.84,0.36,-21.91
1218 Palike,32328,32.328,1.44,-0.04,2.75
1218 Palike,32331,32.331,1.6,0.11,-7.06
1218 Palike,32335,32.335,1.59,0.1,-6.41
1218 Palike,32339,32.339,1.61,0.12,-7.6
1218 Palike,32343,32.343,1.43,-0.06,3.52
1218 Palike,32346,32.346,1.57,0.08,-5.06
1218 Palike,32350,32.35,1.63,0.14,-8.71
1218 Palike,32354,32.354,1.88,0.39,-24.06
1218 Palike,32357,32.357,1.7,0.21,-12.95
1218 Palike,32360,32.36,1.73,0.24,-14.76
1218 Palike,32364,32.364,1.65,0.16,-9.8
1218 Palike,32367,32.367,1.6,0.11,-6.69
1218 Palike,32371,32.371,1.7,0.21,-12.8
1218 Palike,32374,32.374,1.64,0.15,-9.08
1218 Palike,32378,32.378,1.62,0.13,-7.81
1218 Palike,32381,32.381,1.89,0.4,-24.39
1218 Palike,32385,32.385,1.46,-0.03,2.11
1218 Palike,32388,32.388,1.63,0.14,-8.32
1218 Palike,32390,32.39,1.72,0.22,-13.84
1218 Palike,32393,32.393,1.67,0.17,-10.73
1218 Palike,32394,32.394,1.82,0.32,-19.95
1218 Palike,32395,32.395,1.8,0.3,-18.71
1218 Palike,32397,32.397,1.76,0.26,-16.23
1218 Palike,32399,32.399,1.63,0.13,-8.21
1218 Palike,32402,32.402,1.67,0.17,-10.66
1218 Palike,32404,32.404,1.48,-0.02,1.03
1218 Palike,32406,32.406,1.46,-0.04,2.27
1218 Palike,32408,32.408,1.63,0.13,-8.2
1218 Palike,32411,32.411,1.6,0.1,-6.35
1218 Palike,32413,32.413,1.71,0.21,-13.12
1218 Palike,32415,32.415,1.71,0.21,-13.12
1218 Palike,32417,32.417,1.52,0.02,-1.43
1218 Palike,32420,32.42,1.64,0.14,-8.81
1218 Palike,32422,32.422,1.61,0.11,-6.97
1218 Palike,32424,32.424,1.65,0.15,-9.43
1218 Palike,32426,32.426,1.52,0.02,-1.43
1218 Palike,32429,32.429,1.45,-0.05,2.88
1218 Palike,32431,32.431,1.69,0.19,-11.89
1218 Palike,32434,32.434,1.57,0.07,-4.5
1218 Palike,32435,32.435,1.74,0.24,-14.97
1218 Palike,32436,32.436,1.65,0.15,-9.43
1218 Palike,32438,32.438,1.9,0.4,-24.81
1218 Palike,32440,32.44,1.52,0.02,-1.43
1218 Palike,32443,32.443,1.56,0.06,-3.89
1218 Palike,32445,32.445,1.63,0.13,-8.2
1218 Palike,32447,32.447,1.62,0.12,-7.58
1218 Palike,32449,32.449,1.61,0.11,-6.97
1218 Palike,32452,32.452,1.69,0.19,-11.89
1218 Palike,32454,32.454,1.65,0.15,-9.43
1218 Palike,32456,32.456,1.7,0.2,-12.5
1218 Palike,32458,32.458,1.72,0.22,-13.73
1218 Palike,32461,32.461,1.76,0.26,-16.2
1218 Palike,32463,32.463,1.66,0.16,-10.04
1218 Palike,32467,32.467,1.44,-0.06,3.5
1218 Palike,32470,32.47,1.47,-0.03,1.96
1218 Palike,32472,32.472,1.54,0.04,-2.66
1218 Palike,32474,32.474,1.55,0.05,-3.27
1218 Palike,32476,32.476,1.72,0.22,-13.73
1218 Palike,32479,32.479,1.71,0.21,-13.12
1218 Palike,32481,32.481,1.68,0.18,-11.27
1218 Palike,32485,32.485,1.85,0.35,-21.73
1218 Palike,32489,32.489,1.61,0.11,-6.97
1218 Palike,32490,32.49,1.65,0.15,-9.43
1218 Palike,32494,32.494,1.74,0.24,-14.97
1218 Palike,32498,32.498,1.52,0.02,-1.43
1218 Palike,32500,32.5,1.5,0,-0.2
1218 Palike,32502,32.502,1.54,0.04,-2.68
1218 Palike,32506,32.506,1.31,-0.19,11.43
1218 Palike,32507,32.507,1.7,0.2,-12.59
1218 Palike,32511,32.511,1.51,0.02,-0.94
1218 Palike,32514,32.514,1.74,0.25,-15.13
1218 Palike,32516,32.516,1.78,0.29,-17.61
1218 Palike,32518,32.518,1.61,0.12,-7.18
1218 Palike,32522,32.522,1.59,0.09,-5.68
1218 Palike,32526,32.526,1.87,0.38,-23.27
1218 Palike,32530,32.53,1.74,0.25,-15.31
1218 Palike,32534,32.534,1.72,0.23,-14.13
1218 Palike,32538,32.538,1.73,0.24,-14.79
1218 Palike,32542,32.542,1.74,0.25,-15.45
1218 Palike,32545,32.545,1.72,0.23,-14.26
1218 Palike,32549,32.549,1.74,0.25,-15.54
1218 Palike,32553,32.553,1.46,-0.03,1.65
1218 Palike,32557,32.557,1.43,-0.06,3.45
1218 Palike,32561,32.561,1.64,0.15,-9.52
1218 Palike,32565,32.565,1.61,0.13,-7.72
1218 Palike,32569,32.569,1.48,0,0.23
1218 Palike,32573,32.573,1.48,0,0.18
1218 Palike,32577,32.577,1.66,0.18,-10.94
1218 Palike,32580,32.58,1.61,0.13,-7.9
1218 Palike,32584,32.584,1.56,0.08,-4.87
1218 Palike,32588,32.588,1.59,0.11,-6.76
1218 Palike,32592,32.592,1.65,0.17,-10.5
1218 Palike,32596,32.596,1.53,0.05,-3.16
1218 Palike,32600,32.6,1.59,0.11,-6.9
1218 Palike,32604,32.604,1.3,-0.18,10.88
1218 Palike,32607,32.607,1.53,0.05,-3.32
1218 Palike,32610,32.61,1.72,0.24,-15.07
1218 Palike,32614,32.614,1.69,0.22,-13.29
1218 Palike,32616,32.616,1.63,0.16,-9.63
1218 Palike,32620,32.62,1.63,0.16,-9.7
1218 Palike,32623,32.623,1.55,0.08,-4.82
1218 Palike,32626,32.626,1.74,0.27,-16.57
1218 Palike,32630,32.63,1.58,0.11,-6.79
1218 Palike,32633,32.633,1.69,0.22,-13.61
1218 Palike,32636,32.636,1.66,0.19,-11.81
